Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-11-21 16:34:41.600 +0000,"Success",0:00:00,0,0,0,"20231121_163441.600/LogFile.txt","","",1
