Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-09-27 17:26:42.320 +0100,"Success",0:00:00,0,0,0,"20230927_172642.320/LogFile.txt","","",1
